Metric,Value,Harmonics
Max Error,0.49890607595443726,50
Mean Error,0.19620800166463515,50
Median Error,0.1742391218431294,50
Relative L2 Error,0.4904483353553882,50
50th Percentile,0.1742391218431294,50
75th Percentile,0.3201613016426563,50
90th Percentile,0.421691770479083,50
95th Percentile,0.4610188037157058,50
99th Percentile,0.4899566403031349,50
99.9th Percentile,0.4982004755437374,50
99.99th Percentile,0.49876227768659576,50
