Metric,Value,Harmonics
Max Error,0.49239279329776764,20
Mean Error,0.1923079269607088,20
Median Error,0.1681996639817953,20
Relative L2 Error,0.4804011596241068,20
50th Percentile,0.1681996639817953,20
75th Percentile,0.31377752125263214,20
90th Percentile,0.4148373890668154,20
95th Percentile,0.45138224884867667,20
99th Percentile,0.4847395381703973,20
99.9th Percentile,0.49193234579265116,20
99.99th Percentile,0.49239140618219973,20
